语料ID,文本,产品名称,年份,产品ID
餐饮评论-1166,"非常好
蛋糕8选1",优之品西点,2018,ID166
餐饮评论-1167,"奶油的质量再提高就好了，榴莲味道不错很新鲜，就是奶油的质量有点差。
9英寸重口味版榴莲千层蛋糕（约3磅）1个，约9英寸，圆形",甜在心扉千层蛋糕（茂名店）,2018,ID167
餐饮评论-1168,"首先非常感谢老板，我们临时改了几个时间但是老板都按我们要求满足我们，人真的超好服务态度也好，最主要是蛋糕也好好吃，同学他们都赞蛋糕，价格也很优惠，真心推荐
蛋糕8选1",优之品西点,2018,ID168
餐饮评论-1169,"孩子喜欢吃是最主要的原因，还是现做的，虽然要等但好在新鲜。不过是有点小，但是老板给的芒果给得很多！还会再次回购的。
蛋糕2选1，提供免费WiFi",优之品西点,2018,ID169
餐饮评论-1170,"好吃好吃，就是店里的环境麻麻地哈哈哈哈
紫菜肉松卷1份，提供免费WiFi",小乔紫菜卷（小乔店）,2018,ID170
餐饮评论-1171,"好吃，不错
蟹柳海草紫菜卷1份",小乔紫菜卷（小乔店）,2018,ID171
餐饮评论-1172,"不错不错，味道还行，比想象中小点
蛋糕2选1，提供免费WiFi",优之品西点,2018,ID172
餐饮评论-1173,"平时食开旺角亭的，第一次食小乔的，还不错。
日式蟹肉卷1份，提供免费WiFi",小乔紫菜卷（小乔店）,2018,ID173
餐饮评论-1174,"很实惠，又好吃和适合平时聚餐。
2-3人超值套餐",渔乐码头烤鱼牛蛙晚饭餐厅,2018,ID174
餐饮评论-1175,"小孩说不要冰，非加得多多冰，去换他们倒冰出来就算了，可乐只有半杯
汉堡+鸡腿套餐，建议单人使用",优乐堡（开发区店）,2018,ID175
餐饮评论-1176,"东西好吃 女服务员的服务态度是真的差
大胃王单人套餐，提供免费WiFi",旺角亭（为民店）,2018,ID176
餐饮评论-1177,"招牌紫菜卷好好吃，经常过来这里吃的……哈哈
大胃王单人套餐，提供免费WiFi",旺角亭（为民店）,2018,ID177
餐饮评论-1178,"哈哈哈，蛋糕是真的不错，老板人也挺好的，我因为是学生，没有机会出去拿个蛋糕，然后老板就送了过来。你们看图，真的不错，下次还要在这家订蛋糕，满意呐。
水果忌廉蛋糕（3层）1个，约8磅，圆",清香面包店（车田街店）,2018,ID178
餐饮评论-1179,"烧鹅好食，叉烧也好吃。例汤不好喝。
主食3选1，有赠品",盛香烧鹅（东方市场店）,2018,ID179
餐饮评论-1180,"男老板不行啊，态度不佳，还小气
泡夫1份，提供免费WiFi",鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID180
餐饮评论-1181,"服务态度很好，蛋糕的外形很漂亮，铺在蛋糕上面的水果很新鲜，千层蛋糕入口时嫩嫩的，香气扑鼻，滑滑的榴莲顺着奶油一下子就吞了进去，甜丝丝的奶油丝毫不滑腻，微微的甜，谁尝了，都绝对会忍不住吃上第二口，味道真的很不错！
榴莲千层蛋糕1个，约5.5磅，圆",果之度（为民店）,2018,ID181
餐饮评论-1182,"豆乳蛋糕吃得有点腻，没有想象的好吃，一般般。
蛋糕2选1，提供免费WiFi",优之品西点,2018,ID182
餐饮评论-1183,"一般，，，，说不上多好吃，，，，，，，
紫菜肉松卷1份，提供免费WiFi",小乔紫菜卷（小乔店）,2018,ID183
餐饮评论-1184,"饮品好喝，东西好吃，小姐姐超nice #柠桔特饮# #培根炒饭# #肉酱意面# #西冷# #水果沙拉#
饮品6选1，提供免费WiFi",爱可咖啡馆（茂南店）,2018,ID184
餐饮评论-1185,"土豪榴莲千层蛋糕 好吃到没得吃 榴莲超多 茂名第一赞的榴莲蛋糕 每次订榴莲蛋糕都会来这里 #土豪榴莲千层蛋糕#
土豪超多榴莲千层蛋糕，约1磅1个，约1磅，圆",甜在心扉千层蛋糕（茂名店）,2018,ID185
餐饮评论-1186,"父王很喜欢，生日过得很快乐。
榴莲千层蛋糕1个，约2磅，圆",果之度（迎宾三路店）,2018,ID186
餐饮评论-1187,"很好吃
大胃王单人套餐，提供免费WiFi",旺角亭（为民店）,2018,ID187
餐饮评论-1188,"环境不错，就是有点小了，10个人去，感觉有点挤，还有就是消费太高了
爱可轰趴包场套餐1小时",爱可咖啡馆（茂南店）,2018,ID188
餐饮评论-1189,"姐姐的吃完了，弟弟的还剩下一点！
蛋糕2选1，提供免费WiFi",优之品西点,2018,ID189
餐饮评论-1190,"又回头买了，蛋糕超级棒！强烈推荐！！
蛋糕7选1",优之品西点,2018,ID190
餐饮评论-1191,"很好，份量多。。。去的时候没有白米，店主马上换紫米，不过紫米有点硬，女儿不太喜欢吃。
脆皮热狗卷1份，提供免费WiFi",小乔紫菜卷（小乔店）,2018,ID191
餐饮评论-1192,"还是不错的，喜欢它的米！Q弹！和别家的寿司不一样，独特！ 比较喜欢这口感！   值得一试
休闲单人套餐，提供免费WiFi",旺角亭（为民店）,2018,ID192
餐饮评论-1193,"大家都说超好吃，榴莲好多呢！图案超可爱
约3磅土豪版超多榴莲千层蛋糕(5层榴莲果肉)1个，约8英寸，圆",甜在心扉千层蛋糕（茂名店）,2018,ID193
餐饮评论-1194,"很好吃的盛香烧鹅！点了叉烧，不会因为美团而耽搁份量或者时间！好多人！生意很好！喜欢来这家，不喜欢去南湖哪一家！
主食3选1，有赠品",盛香烧鹅（东方市场店）,2018,ID194
餐饮评论-1195,"口味还行吧 就是上菜特别慢 服务差 比我们后来的都吃上了 等了快一个小时 店员还很不耐烦
100元代金券1张，可叠加",渔乐码头烤鱼牛蛙晚饭餐厅,2018,ID195
餐饮评论-1196,"环境还不错，就是很多空桌子都没人搞卫生，要等，味道不错
滋味烤鸡双人餐，提供免费WiFi",优乐堡（开发区店）,2018,ID196
餐饮评论-1197,"好吃
紫菜肉松卷1份，提供免费WiFi",小乔紫菜卷（小乔店）,2018,ID197
餐饮评论-1198,"环境不错，地方也不算难找，服务不错，很热情得为我们开门，上了二楼坐，地方不算大，但挺别致的，店里播着好听的音乐，下单了十来分钟就上菜了，速度挺快的，寿司味道还不错，一个人的量刚刚好，有空还会再来的。
套餐2选1，提供免费WiFi",瀛食精致料理,2018,ID198
餐饮评论-1199,"那个奶酪包好好吃！盒子就一般般了
蛋糕2选1，提供免费WiFi",优之品西点,2018,ID199
餐饮评论-1200,"很好吃，喜欢沙拉酱，希望下次多加点
北海道八爪鱼1份",小乔紫菜卷（小乔店）,2018,ID200
餐饮评论-1201,"店铺位置很好找，分量足，价格再优惠点就更满意了。
美味单人套餐，提供免费WiFi",旺角亭（为民店）,2018,ID201
餐饮评论-1202,"给小朋友定的卡迹生日蛋糕，服务好，电话联系，小车送货上门，准时。根据小孩子的选择，图案可改为超人(平面非立体。质地新鲜，但量少，2磅比不上其它店的1.5磅大，芒果超少量，只有一层薄薄的，除此之外，比较满意。
蛋糕33选1,约6英寸，圆形",丰年面包店（茂南区店）,2018,ID202
餐饮评论-1203,"轰趴不错的，good
爱可轰趴包场套餐1小时",爱可咖啡馆（茂南店）,2018,ID203
餐饮评论-1204,"那个蜂蜜芥末鸡扒不错，但是那个像蛋包饭一样的有点失望，看起来不错，但是背面看起来很恶心，就是米饭夹着一块焦焦的扒，而且芝士只有一丁点，米饭就黏在扒上，想单独吃扒都不行，个人觉得有点没胃口，服务态度什么的还是不错的
爱可单人扒餐，提供免费WiFi",爱可咖啡馆（茂南店）,2018,ID204
餐饮评论-1205,"一点都不好吃下次我一定不会买,
蟹柳海草紫菜卷1份",小乔紫菜卷（小乔店）,2018,ID205
餐饮评论-1206,"很不错
紫菜肉松卷1份，提供免费WiFi",小乔紫菜卷（小乔店）,2018,ID206
餐饮评论-1207,"微信另加5元换新鲜芒果，共花43元，免费送货上门到官山一路，服务态度好，不歧视美团，提前3小时订，蛋糕新鲜、囗感可以、不太甜，芭比娃娃是个塑料公仔，外加了2枚草莓，选型QQ可爱。除了芒果少、刀叉不靓之外，甚好。
芭比娃娃卡通蛋糕（水果夹心）1个，约1.5磅，圆",清香面包店（车田街店）,2018,ID207
餐饮评论-1208,"还挺好吃，榴莲不多也不算少吧。
约3磅土豪版超多榴莲千层蛋糕(5层榴莲果肉)1个，约8英寸，圆",甜在心扉千层蛋糕（茂名店）,2018,ID208
餐饮评论-1209,"味道很棒，栗子蓉很好吃
2磅栗子蓉蛋糕1+2磅卡通蛋糕1",丰年面包店（茂南区店）,2018,ID209
餐饮评论-1210,"很成功的一次聚会，大家都玩的很开心，我觉得消费不高啊…不知道评论为什么说消费高？商家定的人均低消15元，10个人也就150，高吗…
爱可轰趴包场套餐1小时",爱可咖啡馆（茂南店）,2018,ID210
餐饮评论-1211,"还不错
蛋糕23选1,约8英寸，圆形",丰年面包店（茂南区店）,2018,ID211
餐饮评论-1212,"经常有优惠，老人家很喜欢，光顾很多次啦
约3磅土豪版超多榴莲千层蛋糕(5层榴莲果肉)1个，约8英寸，圆",甜在心扉千层蛋糕（茂名店）,2018,ID212
餐饮评论-1213,"我就吃了一个千层，分量小的要命，还很甜，不会有第二次，那里还有鸡脚，可能心情很好才会去尝试
榴莲千层切件1个，约1件，三角形",甜在心扉千层蛋糕（茂名店）,2018,ID213
餐饮评论-1214,"还可以，态度一般，第一次去态度不好就会大打折扣
超抵鸡腿堡2个，建议单人使用",优乐堡（开发区店）,2018,ID214
餐饮评论-1215,"口味超级好，都说好吃  推荐  而且便宜
蛋糕8选1",优之品西点,2018,ID215
餐饮评论-1216,"嗯嗯，披萨不错，可能就是骨肉相连太过火了。推荐。
2-3人套餐，包间免费",尊霸披萨,2018,ID216
餐饮评论-1217,"不好吃，感觉就是面包上铺一层薄薄的榴莲，榴莲味很淡，披萨边沿好大一圈硬硬的，坑
2-3人套餐，包间免费",尊霸披萨,2018,ID217
餐饮评论-1218,"额。。。我大佬不喜欢。。。但服务态度很好。。。
甜品2选1，提供免费WiFi",小乔紫菜卷（小乔店）,2018,ID218
餐饮评论-1219,"额。。。还行吧。。。服务态度很好。。。
北海道八爪鱼1份",小乔紫菜卷（小乔店）,2018,ID219
餐饮评论-1220,"还没见过千层榴莲是灰色的，店员返问我有没有吃过榴莲，你当我是傻子吗？过夜的榴莲才会变色吧！红枣蜜是什么做的，一点都不甜，吸一口全是红枣皮，太难喝了，跟之前在他家吃的榴莲完全不一样，真怀疑今天我是不是来早了，今天还没做榴莲千层吗？？？？？
19.8元甜品组合套餐，建议单人使用",果之度（为民店）,2018,ID220
餐饮评论-1221,"味道不错
超重厚味榴莲千层蛋糕1个，约2.5磅，圆",果之度（迎宾三路店）,2018,ID221
餐饮评论-1222,"可能是我们选的口味不对吧，觉得不太好吃，鱼有点焦了
2-3人超值套餐",渔乐码头烤鱼牛蛙晚饭餐厅,2018,ID222
餐饮评论-1223,"非常好，完美！想吃的快去吧！
紫菜肉松卷1份，提供免费WiFi",小乔紫菜卷（小乔店）,2018,ID223
餐饮评论-1224,"一级棒的！
爱可西冷牛扒1份",爱可咖啡馆（茂南店）,2018,ID224
餐饮评论-1225,"服务好，东西好吃，价格实惠，回头客，我外甥最喜欢吃这里的鸡腿！
汉堡+鸡腿套餐，建议单人使用",优乐堡（开发区店）,2018,ID225
餐饮评论-1226,"真的很好吃 喜欢吃雪媚娘 糯糯的皮 bigo
榴莲千层/榴莲雪媚娘2选1",鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID226
餐饮评论-1227,"很好吃啊 老板娘人也好好
榴莲千层/榴莲雪媚娘2选1",鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID227
餐饮评论-1228,"有空都会来这里坐，咖喱饭是我最爱吃的。
主食4选1，提供免费WiFi",爱可咖啡馆（茂南店）,2018,ID228
餐饮评论-1229,"味道很好哦！因为是现点现做 所以上菜有点慢 不赶时间的话 极力推荐 老坛酸菜味的 挺辣的了 配菜份量很足 两个个女生吃到撑...女生的话建议三个人去吃
2-3人超值套餐",渔乐码头烤鱼牛蛙晚饭餐厅,2018,ID229
餐饮评论-1230,"一般吧。没有旺角亭好吃。米饭不够嚼劲。
日式鸡柳卷1份，提供免费WiFi",小乔紫菜卷（小乔店）,2018,ID230
餐饮评论-1231,"#叉烧饭#
主食3选1，有赠品",盛香烧鹅（东方市场店）,2018,ID231
餐饮评论-1232,"味道不错，回头客的！下次会继续帮衬
超抵鸡腿堡2个，建议单人使用",优乐堡（开发区店）,2018,ID232
餐饮评论-1233,"不错，多次购买了，一如即既往的好！
水果忌廉夹心蛋糕（二层）1个，约4磅，圆",清香面包店（车田街店）,2018,ID233
餐饮评论-1234,"口感一般般吧！不知道是不是赶工，好像没有上次的好
榴莲千层蛋糕1个，约2磅，圆",果之度（迎宾三路店）,2018,ID234
餐饮评论-1235,"emm…好吃
主食3选1，有赠品",盛香烧鹅（东方市场店）,2018,ID235
餐饮评论-1236,"emm…好吃
主食3选1，有赠品",盛香烧鹅（东方市场店）,2018,ID236
餐饮评论-1237,"唔……好吃
主食3选1，有赠品",盛香烧鹅（东方市场店）,2018,ID237
餐饮评论-1238,"好吃
主食3选1，有赠品",盛香烧鹅（东方市场店）,2018,ID238
餐饮评论-1239,"价钱贵、贵、贵，味道差、差、差，服务屎、屎、屎，不会再去
3-4人豪华套餐",渔乐码头烤鱼牛蛙晚饭餐厅,2018,ID239
餐饮评论-1240,"很好
水果忌廉夹心蛋糕（二层）1个，约4磅，圆",清香面包店（车田街店）,2018,ID240
餐饮评论-1241,"一直都只喜欢吃蛋包饭。
爱可单人扒餐，提供免费WiFi",爱可咖啡馆（茂南店）,2018,ID241
餐饮评论-1242,"很好吃，榴莲肉挺多的，超赞的！ #榴莲千层# #榴莲千层蛋糕# #现榨果汁#
榴莲千层切件蛋糕1件",果之度（为民店）,2018,ID242
餐饮评论-1243,"皮有点硬 没什么味  里面的汁还可以
2-3人套餐，包间免费",尊霸披萨,2018,ID243
餐饮评论-1244,"是我喜欢的口味，榴莲千层很好吃，特别是那个百香饮料，酸酸甜甜又很香，味道倍儿棒
19.8元甜品组合套餐，建议单人使用",果之度（为民店）,2018,ID244
餐饮评论-1245,"奶油超棒！好吃！！蛋糕分量很足，师傅也蛮帅的。
水果忌廉夹心蛋糕（一层）1个，约2.5磅，圆",清香面包店（车田街店）,2018,ID245
餐饮评论-1246,"老板服务周到，安时送达，水果新鲜，奶油不多不少味道刚好，推荐大家够买哈。
蛋糕2选1,约8英寸，圆形",优之品西点,2018,ID246
餐饮评论-1247,"4磅水果蛋糕水果新鲜花样好看口感好
4磅水果夹心蛋糕1个，约10英寸，圆",丰年面包店（茂南区店）,2018,ID247
餐饮评论-1248,"鸡排味道不错，外酥内嫩，最喜欢甘梅味的。性价比真的很高，分量足，还有饮料送，奶茶甜到齁，没有之前的果汁解腻。总的来说，比正新鸡排便宜好吃。
小吃6选1，提供免费WiFi",功夫鸡排（光华北路店）,2018,ID248
餐饮评论-1249,"泡芙冰的太久了，不好吃，我还买16个呢(_)
泡夫1份，提供免费WiFi",鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID249
餐饮评论-1250,"好吃
日式蟹肉卷1份，提供免费WiFi",小乔紫菜卷（小乔店）,2018,ID250
餐饮评论-1251,"服务态度特别好  基本有求必应    只是味道真的很一般
超值寿司套餐，建议3-4人使用",鲜饮时光（高州店）,2018,ID251
